1Amide,1Amine,2Amide,2Amine,3Amide,3Amine,Abraham AH,Abraham BH,Abraham L16,Abraham Pi,Abraham R2,Abraham Vx,Acid,Alcohol,Alkene,Amide,Amine,Anhydride,Anilines,Aromatic,Auto-Ignition,Avoidance,BP,CAS,Marker,Solvent Count,One (Hide),PP_X-Axis_CompField,PP_Y-Axis_CompField,FG_X-Axis_CompField,FG_Y-Axis_CompField,Hints and Tips,PCA2D_X-Axis_CompField,Hints,Carbonate,Chloro,Conformers TZVP-Fine,Conformers TZVP,DBIDRef TZVP-Fine,DBIDRef TZVP,Density,Dielectric,Dipole,ETN,Environmental Link,Environmental,Ester,Ether,Extension TZVP-Fine,Extension TZVP,ICH_X-Axis_CompField,VAP_X-Axis_CompField,Filename TZVP,Flammability Score,Flammability,Flash Point,Fluoro,Formula,General,Gutmann,Halogen,Hansen Disp,Hansen H-Bond,Hansen Polar,Health,Heat Capacity,Heteroaromatic Amines,Hildebrand,Hvap,Hydrocarbon,ICH Class,ICH Limit,ICH_Y-Axis_CompField,ID,Impact in Air,Impact in Water,In Ch I Key,In Ch I,Ketone/Aldehyde,LCA,MP,Miscibility,Mol. Wt.,Name,Nitrile,Nitro,Nitrogen Bases,Number of Records,Octant,Other,PC1,PC2,PC3,PC4,PC5,PCA2D_Y-Axis_CompField,PCA2D_mColor_CompField,Phosphorus Containing,Quadrant,Reactivity Literature,Reactivity,Refractive Index,Smiles,Silicone,Solubility of Water,Solvatochromic Alpha,Solvatochromic Beta,Solvatochromic Pi*,Static,Sulfide,Sulfite,Sulfone,Sulfoxide,Sulfur Containing,T-Rating,Urea,HEAT_X-Axis_CompField,VOC Potential,Vapour Pressure,Viscosity Score,Viscosity,log Pow
N,N,N,N,N,N,0,0.07,2.35,0.21,0.88,0.491,N,N,N,N,N,N,N,N,90,Y,46.2,75-15-0,,Solvent Count,1,2.09631,-7.05012,2.09631,-7.05012,Hints and Tips,2.09631,Hints and Tips,N,N,1,1,4,1,1.263,2.6,0,0.065,,,N,N,cosmo,cosmo,2.09631,43,cs2,3,Class IB,-30,N,CS2,Its a bit smelly and has a low autoignition point,2,N,10,0.3,0,,817,N,9.9,257,N,,,-7.05012,43,,,QGJOPFRUJISHPQ-UHFFFAOYSA-N,InChI=1S/CS2/c2-1-3,N,,-111.6,N,76.141,Carbon Disulfide,N,N,N,1,2,Y,2.09631,-7.05012,-3.08796,3.13969,-2.90962,-7.05012,46.2,N,2,,,1.623,S=C=S,N,2.14,,,,,N,N,N,N,N,T6,N,43,3,297.5,0,0.365,1.94
N,N,N,N,N,N,0.02,0.36,2.08,0.9,0.16,0.545,N,N,N,N,N,N,N,N,512,Y,97.4,107-12-0,,Solvent Count,1,-3.09698,-3.69138,-3.09698,-3.69138,Hints and Tips,-3.09698,Hints and Tips,N,N,1,1,4,1,0.777,28.9,4.04,0.398,,,N,N,cosmo,cosmo,-3.09698,100,propionitrile,3,Class IB,2,N,C3H5N,,16.1,N,7.5,2.7,7,,2731,N,10.7,645,N,,,-3.69138,100,,,FVSKHRXBFJPNKK-UHFFFAOYSA-N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",N,,-92.8,N,55.079,Proprionitrile,Y,N,N,1,1,N,-3.09698,-3.69138,-3.05049,-0.631003,3.69693,-3.69138,97.4,N,1,,,1.366,CCC#N,N,,,0.37,0.71,,N,N,N,N,N,T1,N,100,2,37.2,0,0.43,0.16
N,N,N,N,N,N,0.05,0.23,3.86,0.69,1.45,0.766,N,N,N,N,N,N,N,N,,Y,182,75-11-6,,Solvent Count,1,1.29514,-3.46526,1.29514,-3.46526,Hints and Tips,1.29514,Hints and Tips,N,N,1,1,5,2,3.308,5.3,1.15,0.179,,,N,N,cosmo,cosmo,1.29514,59,DiIodomethane,1,Class IIIB,104,N,CH2I2,,,Y,8.7,2.7,1.9,,128,N,11.8,38,N,,,-3.46526,59,,,NZZFYRREKKOMAT-UHFFFAOYSA-N,InChI=1S/CH2I2/c2-1-3/h1H2,N,,6.1,N,267.836,DiIodomethane,N,N,N,1,2,N,1.29514,-3.46526,-1.53425,8.56989,-1.40893,-3.46526,182,N,2,,,1.74,ICI,N,,,0,1.12,,N,N,N,N,N,Not Assigned,N,59,1,0.8,1,5.895,2.5
N,N,N,N,N,N,0,0.41,,0.19,0,1.013,N,N,N,N,N,N,N,N,443,Y,68.3,108-20-3,,Solvent Count,1,2.44956,-0.273683,2.44956,-0.273683,Hints and Tips,2.44956,Hints and Tips,N,N,2,2,5,2,0.719,4,1.13,0.105,,,N,Y,cosmo,cosmo,2.44956,60,Di-isopropylether,3,Class IB,-28,N,C6H14O,,19,N,,,,,2918,N,7.1,419,N,,,-0.273683,60,,,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",N,,-85.5,N,102.175,Di-isopropylether,N,N,N,1,2,N,2.44956,-0.273683,-1.01215,-3.40894,-0.903594,-0.273683,68.3,N,0,,Readily forms peroxides,1.368,CC(OC(C)C)C,N,1.06,0,0.49,0.27,,N,N,N,N,N,T2,N,60,2,119.4,0,0.331,1.52
N,N,N,N,N,N,0,0.45,2.02,0.25,0.04,0.731,N,N,N,N,N,N,N,N,160,Y,34.7,60-29-7,3,Solvent Count,1,0.74113,-2.09667,0.74113,-2.09667,Hints and Tips,0.74113,Hints and Tips,N,N,2,2,4,1,0.708,4.4,1.11,0.117,,,N,Y,cosmo,cosmo,0.74113,53,diethylether,3,Class IA,-45,N,C4H10O,Static Risk,19.2,N,7.1,2.5,1.4,2,3265,N,7.5,441,N,3,5000,-2.09667,53,1,2,RTZKZFJDLAIYFH-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",N,,-116.3,N,74.122,Diethyl Ether [Ether],N,N,N,1,2,N,0.74113,-2.09667,-2.27144,-3.98644,-0.843687,-2.09667,34.7,N,0,,,1.352,CCOCC,N,88.3,0,0.47,0.27,3,N,N,N,N,N,T4,N,53,3,439.5,0,0.235,0.89
N,N,N,N,N,N,,,,,,1.471,N,N,N,N,N,N,N,N,191,Y,216,112-49-2,,Solvent Count,1,-0.755174,9.92438,-0.755174,9.92438,Hints and Tips,-0.755174,Hints and Tips,N,N,6,6,5,2,0.98,7.5,2.16,0.253,http://echa.europa.eu/web/guest/candidate-list-table,REACH Candidate list - consider alternatives,N,Y,cosmo,cosmo,-0.755174,115,Triethyleneglycol_dimethyl_ether,1,Class IIIB,110,N,C8H18O4,,,N,,,,,2103,N,9.4,326,N,,,9.92438,115,,,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3",N,,-43.8,Y,178.226,Triglyme [Triethyleneglycol dimethyl ether],N,N,N,1,7,N,-0.755174,9.92438,0.053861,-2.46073,-0.138356,9.92438,216,N,3,,,1.426,COCCOCCOCCOC,N,,,,,,N,N,N,N,N,T4,N,115,1,0,1,2.165,
N,N,N,N,N,N,,,,,,1.369,N,N,N,N,N,N,N,N,,Y,191.7,112-07-2,,Solvent Count,1,2.37524,4.24022,2.37524,4.24022,Hints and Tips,2.37524,Hints and Tips,N,N,7,7,5,2,0.942,,,,,,Y,Y,cosmo,cosmo,2.37524,248,Butyl_Cellosolve_Acetate,1,Class IIIA,74,N,C8H16O3,,,N,7.8,4.3,2.2,,2134,N,8.9,399,N,,,4.24022,248,,,NQBXSWAWVZHKBZ-UHFFFAOYSA-N,"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3",N,,-64,Not Determined,160.211,Butyl Cellosolve Acetate,N,N,N,1,8,N,2.37524,4.24022,0.7754,-0.908827,1.39509,4.24022,191.7,N,4,,,1.413,CCCCOCCOC(=O)C,N,,,,,,N,N,N,N,N,Not Assigned,N,248,1,0,1,2.273,
N,N,N,N,N,N,0.1,0.1,2.32,0.49,0.32,0.635,N,N,N,N,N,N,N,N,458,Y,57.3,75-34-3,,Solvent Count,1,0.884069,-5.24096,0.884069,-5.24096,Hints and Tips,0.884069,Hints and Tips,N,Y,1,1,4,1,1.168,10,2.35,0.27,,,N,N,cosmo,cosmo,0.884069,3,"1,1-dichloroethane",3,Class IB,-12,N,C2H4Cl2,,,Y,8.1,0.2,4,,1089,N,8.9,192,N,,,-5.24096,3,,,SCYULBFZEHDVBN-UHFFFAOYSA-N,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",N,,-97,N,98.959,"1,1-Dichloroethane",N,N,N,1,2,N,0.884069,-5.24096,-1.47983,0.228239,2.12883,-5.24096,57.3,N,2,,,1.416,CC(Cl)Cl,N,5.45,,,,,N,N,N,N,N,T1,N,3,3,181.4,0,0.488,1.79
N,N,N,N,N,N,0.1,0.11,2.57,0.64,0.42,0.635,N,N,N,N,N,N,N,N,413,Y,83.7,107-06-2,1,Solvent Count,1,0.449577,-4.90128,0.449577,-4.90128,Hints and Tips,0.449577,Hints and Tips,N,Y,2,2,4,1,1.246,10.7,1.6,0.327,,REACH Candidate list - consider alternatives,N,N,cosmo,cosmo,0.449577,7,"1,2-dichloroethane",3,Class IB,13,N,C2H4Cl2,,0.1,Y,9.3,2,3.6,,1045,N,9.9,372,N,1,5,-4.90128,7,,,WSLDOOZREJYCGB-UHFFFAOYSA-N,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,N,,-35.7,N,98.959,"1,2-Dichloroethane",N,N,N,1,2,N,0.449577,-4.90128,-1.44113,1.87061,2.20725,-4.90128,83.7,N,2,,,1.445,ClCCCl,N,8.01,0,0,0.81,,N,N,N,N,N,T2,N,7,2,62,0,0.823,1.48
N,N,N,N,N,N,,,,,,0.88,N,N,N,N,N,N,N,N,,Y,146.3,79-34-5,,Solvent Count,1,1.24996,-3.99565,1.24996,-3.99565,Hints and Tips,1.24996,Hints and Tips,N,Y,1,1,4,1,1.587,8.4,1.33,0.27,,,N,N,cosmo,cosmo,1.24996,221,"1,1,2,2-tetrachloroethane",Not Assigned,Not Assigned,,N,C2H2Cl4,,,Y,9.2,4.6,2.5,,620,N,9.8,112,N,,,-3.99565,221,,,QPFMBZIOSGYJDE-UHFFFAOYSA-N,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,N,,-42.5,N,167.849,"1,1,2,2-Tetrachloroethane",N,N,N,1,6,N,1.24996,-3.99565,2.62537,3.27509,0.920927,-3.99565,146.3,N,2,,,1.494,ClC(C(Cl)Cl)Cl,N,,,0,0.95,,N,N,N,N,N,Not Assigned,N,221,1,4.3,1,1.723,2.39
N,N,N,N,N,N,,,,,,1.002,N,N,N,N,N,N,N,N,,Y,159.9,76-01-7,,Solvent Count,1,3.2415,-3.4936,3.2415,-3.4936,Hints and Tips,3.2415,Hints and Tips,N,Y,1,1,4,1,1.673,3.9,0.92,,,,N,N,cosmo,cosmo,3.2415,226,pentachloroethane,Not Assigned,Not Assigned,,N,C2HCl5,,,Y,,,,,510,N,9.3,90,N,,,-3.4936,226,,,BNIXVQGCZULYKV-UHFFFAOYSA-N,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",N,,-29,N,202.294,Pentachloroethane,N,N,N,1,6,N,3.2415,-3.4936,2.23427,2.37733,0.485803,-3.4936,159.9,N,2,,,1.503,ClC(C(Cl)(Cl)Cl)Cl,N,,,0,0.62,,N,N,N,N,N,Not Assigned,N,226,1,3.4,1,2.437,2.89
N,N,N,N,N,N,0.13,0.08,3.29,0.68,0.5,0.758,N,N,N,N,N,N,N,N,460,Y,113.8,79-00-5,,Solvent Count,1,1.00541,-3.95074,1.00541,-3.95074,Hints and Tips,1.00541,Hints and Tips,N,Y,2,2,4,1,1.432,7.3,1.36,,,,N,N,cosmo,cosmo,1.00541,224,"1,1,2-trichloroethane",Not Assigned,Not Assigned,,N,C2H3Cl3,,,Y,,,,,735,N,9.9,198,N,,,-3.95074,224,,,UBOXGVDOUJQMTN-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",N,,-35.5,N,133.404,"1,1,2-Trichloroethane",N,N,N,1,6,N,1.00541,-3.95074,0.821477,2.90385,2.20218,-3.95074,113.8,N,2,,,1.471,ClCC(Cl)Cl,N,,,,,,N,N,N,N,N,T1,N,224,1,18.5,1,1.152,2.38
N,N,N,N,N,N,0,0.09,2.73,0.41,0.37,0.758,N,N,N,N,N,N,N,N,537,Y,74.1,71-55-6,1,Solvent Count,1,3.00518,-4.57856,3.00518,-4.57856,Hints and Tips,3.00518,Hints and Tips,N,Y,1,1,4,1,1.339,7.3,1.9,0.17,,,N,N,cosmo,cosmo,3.00518,1,"1,1,1-trichloroethane",Not Assigned,Not Assigned,,N,C2H3Cl3,,,Y,8.3,1,2.1,,806,N,8.4,137,N,1,1500,-4.57856,1,,,UOCLXMDMGBRAIB-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",N,,-30.4,N,133.404,"1,1,1-Trichloroethane",N,N,N,1,2,N,3.00518,-4.57856,-1.29164,0.547217,1.42287,-4.57856,74.1,N,2,,,1.438,CC(Cl)(Cl)Cl,N,0.88,0,0,0.49,,N,N,N,N,N,T1,N,1,2,98.7,0,0.853,2.49
N,N,N,N,N,N,0,0,2.82,0.38,0.46,0.739,N,N,N,N,N,N,N,N,982,Y,76.5,56-23-5,1,Solvent Count,1,4.51663,-5.58486,4.51663,-5.58486,Hints and Tips,4.51663,Hints and Tips,N,Y,1,1,4,1,1.584,2.3,0,0.052,,Seriously ?  Just don't even think about it !,N,N,cosmo,cosmo,4.51663,106,ccl4,Not Assigned,Not Assigned,,N,CCl4,,0,Y,8.7,0.3,0,,539,N,8.6,110,N,1,4,-5.58486,106,,,VZGDMQKNWNREIO-UHFFFAOYSA-N,"InChI=1S/CCl4/c2-1(3,4)5",N,,-22.8,N,153.823,Tetrachloromethane [Carbon Tetrachloride],N,N,N,1,2,N,4.51663,-5.58486,-1.10445,-0.143139,-0.045966,-5.58486,76.5,N,2,,,1.46,ClC(Cl)(Cl)Cl,N,0.78,0,0,0.28,,N,N,N,N,N,T1,N,106,2,88,0,0.97,2.64
N,N,N,N,N,N,0.15,0.02,2.48,0.49,0.43,-0.262,N,N,N,N,N,N,N,N,,Y,61.2,67-66-3,2,Solvent Count,1,0.447314,-6.55056,0.447314,-6.55056,Hints and Tips,0.447314,Hints and Tips,N,Y,1,1,4,1,1.48,4.9,1.02,0.259,,,N,N,cosmo,cosmo,0.447314,45,chcl3,Not Assigned,Not Assigned,,N,CHCl3,,4,Y,8.7,2.8,1.5,,646,N,9.2,119,N,2,60,-6.55056,45,,,HEDRZPFGACZZDS-UHFFFAOYSA-N,InChI=1S/CHCl3/c2-1(3)4/h1H,N,,-63.2,N,119.378,Chloroform,N,N,N,1,6,N,0.447314,-6.55056,0.116041,0.956611,0.384643,-6.55056,61.2,N,2,,,1.446,ClC(Cl)Cl,N,6.78,0.44,0,0.58,,N,N,N,N,N,Not Assigned,N,45,3,158.1,0,0.578,1.97
N,N,N,N,N,N,0.1,0.05,2.02,0.57,0.39,0.494,N,N,N,N,N,N,N,N,615,Y,39.7,75-09-2,2,Solvent Count,1,-0.6554,-6.54068,-0.6554,-6.54068,Hints and Tips,-0.6554,Hints and Tips,N,Y,1,1,4,1,1.317,9,1.6,0.309,,,N,N,cosmo,cosmo,-0.6554,52,ch2cl2,Not Assigned,Not Assigned,,N,CH2Cl2,,1,Y,8.9,3,3.1,3,898,N,9.9,205,N,2,600,-6.54068,52,3,2,YMWUJEATGCHHMB-UHFFFAOYSA-N,InChI=1S/CH2Cl2/c2-1-3/h1H2,N,,-94.9,N,84.933,DCM [Dichloromethane],N,N,N,1,1,N,-0.6554,-6.54068,-1.33663,1.27833,1.99856,-6.54068,39.7,N,1,"J.Org. Chem., 2010, 75, 4292-4295","Reactive towards amines, pyridine, thiolates",1.424,ClCCl,N,16.99,0.3,0,0.82,1,N,N,N,N,N,T1,N,52,3,356.6,0,0.435,1.25
N,N,N,N,N,N,0,0.19,4.34,0.52,0.65,1.139,N,N,N,N,N,N,N,Y,550,N,164.7,108-67-8,,Solvent Count,1,6.6148,-0.578672,6.6148,-0.578672,Hints and Tips,6.6148,Hints and Tips,N,N,,1,,1,0.861,2.3,0.1,0.068,,,N,N,,cosmo,6.6148,10,"1,3,5-trimethylbenzene",2,Class II,44,N,C9H12,,10,N,8.8,0.3,0,,2002,N,8.9,425,N,,,-0.578672,10,,,AUHZEENZYGFFBQ-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",N,,-44.7,N,120.192,"Mesitylene [1,3,5-Trimethylbenzene]",N,N,N,1,6,N,6.6148,-0.578672,0.341697,1.36373,-1.84522,-0.578672,164.7,N,2,,,1.499,Cc1cc(C)cc(c1)C,N,0.05,0,,0.41,,N,N,N,N,N,T1,N,10,1,1.8,0,0.688,3.42
N,N,N,N,N,N,,,,,,1.171,N,N,N,N,N,N,N,Y,384,N,205.6,119-64-2,2,Solvent Count,1,6.31115,-1.16539,6.31115,-1.16539,Hints and Tips,6.31115,Hints and Tips,N,N,1,1,5,2,0.966,2.8,0.61,0.086,,,N,N,cosmo,cosmo,6.31115,109,Tetralin,1,Class IIIA,71,N,C10H12,,,N,,,,,1684,N,9.5,254,N,2,100,-1.16539,109,,,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",N,,-35.8,N,132.202,Tetralin,N,N,N,1,6,N,6.31115,-1.16539,0.4776,2.81458,-1.74873,-1.16539,205.6,N,2,,,1.541,C1CCC2C(C1)CCCC2,N,,,,,,N,N,N,N,N,T2,N,109,1,0.3,1,2.203,3.94
N,N,N,N,N,N,,,,,,1.28,N,N,N,N,N,N,N,Y,436,N,177.1,99-87-6,,Solvent Count,1,7.23036,-0.931718,7.23036,-0.931718,Hints and Tips,7.23036,Hints and Tips,N,N,1,1,5,2,0.86,,0,,,,N,N,cosmo,cosmo,7.23036,145,p-Cymene,2,Class II,47,N,C10H14,,,N,,,,,2042,N,8.5,354,N,,,-0.931718,145,,,HFPZCAJZSCWRBC-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",N,,-67.9,N,134.218,p-Cymene,N,N,N,1,6,N,7.23036,-0.931718,1.12616,1.3351,-1.68546,-0.931718,177.1,N,2,,,1.49,Cc1ccc(cc1)C(C)C,N,,,,,,N,N,N,N,N,T2,N,145,1,1.1,0,0.84,4.1
N,N,N,N,N,N,,,,,,1.139,N,N,N,N,N,N,N,Y,424,N,152.4,98-82-8,,Solvent Count,1,6.16732,-1.81424,6.16732,-1.81424,Hints and Tips,6.16732,Hints and Tips,N,N,1,1,4,1,0.857,2.4,0.65,,,,N,N,cosmo,cosmo,6.16732,216,isopropylbenzene,2,Class II,44,N,C9H12,,6,N,,,,,2071,N,8.6,320,N,,,-1.81424,216,,,RWGFKTVRMDUZSP-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",N,,-96,N,120.192,Isopropylbenzene,N,N,N,1,6,N,6.16732,-1.81424,0.487259,1.34341,-1.28758,-1.81424,152.4,N,2,,,1.496,CC(c1ccccc1)C,N,,0,,0.41,,N,N,N,N,N,T2,N,216,1,3.3,0,0.785,3.66
N,N,N,N,N,N,,,,,,1.031,N,N,N,N,N,N,N,Y,,N,178,496-11-7,,Solvent Count,1,4.90998,-2.32791,4.90998,-2.32791,Hints and Tips,4.90998,Hints and Tips,N,N,1,1,4,1,0.96,,0.54,,,,N,N,cosmo,cosmo,4.90998,183,indane,2,Class II,50,N,C9H10,,,N,,,,,1662,N,9.5,314,N,,,-2.32791,183,,,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",N,,-51.4,N,118.176,Indane,N,N,N,1,2,N,4.90998,-2.32791,-0.439322,2.8143,-1.86251,-2.32791,178,N,2,,,1.54,C1Cc2c(C1)cccc2,N,,,,,,N,N,N,N,N,Not Assigned,N,183,1,1.1,1,1.477,3.33
N,N,N,N,N,N,0,0.15,4.73,0.51,0.6,1.28,N,N,N,N,N,N,N,Y,412,N,183.3,104-51-8,,Solvent Count,1,7.00782,-0.798998,7.00782,-0.798998,Hints and Tips,7.00782,Hints and Tips,N,N,2,2,5,2,0.86,,0.37,,,,N,N,cosmo,cosmo,7.00782,211,Butylbenzene,2,Class II,50,N,C10H14,,,N,,,,,2084,N,8.6,270,N,,,-0.798998,211,,,OCKPCBLVNKHBMX-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",N,,-87.9,N,134.218,Butylbenzene,N,N,N,1,6,N,7.00782,-0.798998,0.999665,1.92594,-1.08044,-0.798998,183.3,N,2,,,1.49,CCCCc1ccccc1,N,,,,,,N,N,N,N,N,T2,N,211,1,1.3,1,1.025,4.26
N,N,N,N,N,N,,,,,,0.998,N,N,N,N,N,N,N,Y,432,N,136.2,100-41-4,,Solvent Count,1,5.02577,-2.98897,5.02577,-2.98897,Hints and Tips,5.02577,Hints and Tips,N,N,1,1,4,1,0.863,2.4,0.58,,,,N,N,cosmo,cosmo,5.02577,215,ethylbenzene,3,Class IB,15,N,C8H10,,6,N,8.7,0.7,0.3,,2009,N,8.8,318,N,,,-2.98897,215,,,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",N,,-95,N,106.165,Ethylbenzene,N,N,N,1,2,N,5.02577,-2.98897,-0.395021,1.19302,-1.4861,-2.98897,136.2,N,2,,,1.496,CCC1CCCCC1,N,,,,,,N,N,N,N,N,T2,N,215,1,7.1,0,0.668,3.15
N,N,N,N,N,N,0,0.13,1.83,0.53,0.37,0.536,N,N,N,N,N,N,N,Y,390,N,31.4,110-00-9,,Solvent Count,1,1.42377,-5.18831,1.42377,-5.18831,Hints and Tips,1.42377,Hints and Tips,N,N,1,1,4,1,0.931,2.9,0.69,0.16,http://echa.europa.eu/web/guest/candidate-list-table,REACH Candidate list - consider alternatives,N,N,cosmo,cosmo,1.42377,200,furane,3,Class IA,-36,N,C4H4O,,6,N,8.7,2.6,0.9,,1792,N,9.1,419,N,,,-5.18831,200,,,YLQBMQCUIZJEEH-UHFFFAOYSA-N,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,N,,-85.6,N,68.074,Furan,N,N,N,1,2,N,1.42377,-5.18831,-2.06609,0.408705,-1.10063,-5.18831,31.4,N,2,,,1.421,C1CCCO1,N,,,,,,N,N,N,N,N,T2,N,200,3,493.2,0,0.354,1.34
N,N,N,N,N,N,0,0.16,3.84,0.52,0.61,0.998,N,N,N,N,N,N,N,Y,529,N,138.4,106-42-3,2,Solvent Count,1,5.74192,-2.2148,5.74192,-2.2148,Hints and Tips,5.74192,Hints and Tips,N,N,1,1,4,1,0.857,2.3,0,0.074,,,N,N,cosmo,cosmo,5.74192,11,"1,4-dimethylbenzene",3,Class IC,25,N,C8H10,Static Risk,5,N,,,,1,1981,N,8.8,364,N,2,2170,-2.2148,11,2,2,URLKBWYHVLBVBO-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",N,,13.3,N,106.165,p-Xylene,N,N,N,1,6,N,5.74192,-2.2148,0.0354025,1.34743,-1.99868,-2.2148,138.4,N,2,,,1.496,Cc1ccc(cc1)C,N,0.17,0,,0.43,3,N,N,N,N,N,T1,N,11,1,6.5,0,0.645,3.15
N,N,N,N,N,N,0,0.14,3.33,0.52,0.6,0.857,N,N,N,N,N,N,N,Y,536,N,110.6,108-88-3,2,Solvent Count,1,4.15092,-3.70436,4.15092,-3.70436,Hints and Tips,4.15092,Hints and Tips,N,N,1,1,4,1,0.862,2.4,0.38,0.099,,,N,N,cosmo,cosmo,4.15092,110,toluene,3,Class IB,5,N,C7H8,Contains trace quantities of benzene. Static Risk.,0.1,N,8.8,1,0.7,2,1961,N,8.9,371,N,2,890,-3.70436,110,1,2,YXFVVABEGXRONW-UHFFFAOYSA-N,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",N,2,-95,N,92.138,Toluene,N,N,N,1,2,N,4.15092,-3.70436,-1.08688,0.97639,-1.41892,-3.70436,110.6,N,2,,,1.47,Cc1ccccc1,N,1.65,0,0.11,0.54,3,N,N,N,N,N,T1,N,110,2,21.8,0,0.592,2.73
N,N,N,N,N,N,0,0.15,2.82,0.56,0.69,0.641,N,N,N,N,N,N,N,Y,395,N,84.1,110-02-1,,Solvent Count,1,1.97354,-4.43191,1.97354,-4.43191,Hints and Tips,1.97354,Hints and Tips,N,N,1,1,4,1,1.059,2.7,0.56,0.14,,,N,N,cosmo,cosmo,1.97354,198,thiophene,3,Class IB,-7,N,C4H4S,,,N,,,,,1367,N,9.8,315,N,,,-4.43191,198,,,YTPLMLYBLZKORZ-UHFFFAOYSA-N,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,N,,-38.1,N,84.14,Thiophene,N,N,N,1,2,N,1.97354,-4.43191,-1.73699,2.78925,-1.51483,-4.43191,84.1,N,2,,,1.529,c1cccs1,N,,,,,,Y,N,N,N,Y,T2,N,198,2,63.3,0,0.653,1.81
N,N,N,N,N,N,0,0.28,4.56,1.11,0.87,0.891,N,N,N,N,N,N,N,Y,482,N,210,98-95-3,,Solvent Count,1,0.852347,-0.723091,0.852347,-0.723091,Hints and Tips,0.852347,Hints and Tips,N,N,1,1,4,1,1.198,36.1,4.23,0.324,,,N,N,cosmo,cosmo,0.852347,84,nitrobenzene,1,Class IIIA,88,N,C6H5NO2,,8.1,N,9.8,2,4.2,,1231,N,11.1,288,N,,,-0.723091,84,,,LQNUZADURLCDLV-UHFFFAOYSA-N,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,N,,5.8,N,123.109,Nitrobenzene,N,Y,N,1,0,N,0.852347,-0.723091,-1.52101,5.54315,2.8035,-0.723091,210,N,0,,,1.556,O=N(=O)c1ccccc1,N,2.05,0,0.39,1.01,,N,N,N,N,N,T1,N,84,1,0.1,1,1.993,1.85
N,N,N,N,N,N,0,0.33,4.04,1.11,0.74,0.871,N,N,N,N,N,N,N,Y,550,N,190.7,100-47-0,,Solvent Count,1,0.383056,-0.366777,0.383056,-0.366777,Hints and Tips,0.383056,Hints and Tips,N,N,1,1,4,1,1.001,25.2,4.28,0.333,,,N,N,cosmo,cosmo,0.383056,35,benzonitrile,1,Class IIIA,75,N,C7H5N,,13,N,8.5,1.6,4.4,,1600,N,10.7,200,N,,,-0.366777,35,,,JFDZBHWFFUWGJE-UHFFFAOYSA-N,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,N,,-12.8,N,103.121,Benzonitrile,Y,N,N,1,0,N,0.383056,-0.366777,-2.01768,4.56559,1.60245,-0.366777,190.7,N,0,,,1.528,N#Cc1ccccc1,N,10.01,0,0.41,0.9,,N,N,N,N,N,T1,N,35,1,0.5,1,1.349,1.56
